instrument,month,location_family,rel_path,abs_path,size_bytes,mtime_utc,sha256,md5,day_start_utc,day_end_utc,total_rows,filtered_rows,ts_min_ns,ts_max_ns,subsecond_spacing_rows,nonexact_1s_gap_rows,n_columns,generation,is_fixture_path,manifest_by_path,manifest_line,manifest_md5,manifest_status,manifest_by_md5,native_blocks,overlapping_block_pairs,max_rows_per_timestamp,duplicate_timestamps,filtered_distinct_seconds,filtered_max_rows_per_second,filtered_excess_rows
le,2025-09,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/le/le_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\le\le_snapshots_2025-09.parquet,6854099,2026-04-02T21:04:09Z,c2712da800a5d96cbcd9b87f389aee25e454e02ef6a20572eaf3cc61eaf4ae89,be88a136facb5e8afe29cea61d69bd31,14,19,346495,308710,1756821600000000000,1759255499993775375,21,41,24,v3_pre_gapfill,false,PC2_TRANSFER_v4/manifest.csv,160,be88a136facb5e8afe29cea61d69bd31,MATCH,PC2_TRANSFER_v4/manifest.csv:L160->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-09.parquet; PC2_TRANSFER_v4/manifest.csv:L160->processed/le/le_snapshots_2025-09.parquet,,,,,,,
le,2025-09,E_pc2_transfer_processed,pc2_transfer/processed/le/le_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\le\le_snapshots_2025-09.parquet,6854099,2026-04-02T21:04:09Z,c2712da800a5d96cbcd9b87f389aee25e454e02ef6a20572eaf3cc61eaf4ae89,be88a136facb5e8afe29cea61d69bd31,14,19,346495,308710,1756821600000000000,1759255499993775375,21,41,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,PC2_TRANSFER_v4/manifest.csv:L160->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-09.parquet; PC2_TRANSFER_v4/manifest.csv:L160->processed/le/le_snapshots_2025-09.parquet,,,,,,,
le,2025-09,A_processed_FIXTURE_PATH,processed/le/le_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\le\le_snapshots_2025-09.parquet,6854099,2026-04-02T21:04:09Z,c2712da800a5d96cbcd9b87f389aee25e454e02ef6a20572eaf3cc61eaf4ae89,be88a136facb5e8afe29cea61d69bd31,14,19,346495,308710,1756821600000000000,1759255499993775375,21,41,24,v3_pre_gapfill,true,PC2_TRANSFER_v4/manifest.csv,160,be88a136facb5e8afe29cea61d69bd31,MATCH,PC2_TRANSFER_v4/manifest.csv:L160->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-09.parquet; PC2_TRANSFER_v4/manifest.csv:L160->processed/le/le_snapshots_2025-09.parquet,1,0,1,0,308695,2,15
le,2025-10,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/le/le_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\le\le_snapshots_2025-10.parquet,7647399,2026-04-02T21:05:15Z,3577afbd37eb4eadf5296757460c2c2b52f471b10dc99c5ba064d466c5d88fa4,d1def4b21664b4bc53d88d6ef1a00af0,14,19,379499,338113,1759327200000000000,1761933899820178755,23,45,24,v3_pre_gapfill,false,PC2_TRANSFER_v4/manifest.csv,161,d1def4b21664b4bc53d88d6ef1a00af0,MATCH,PC2_TRANSFER_v4/manifest.csv:L161->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-10.parquet; PC2_TRANSFER_v4/manifest.csv:L161->processed/le/le_snapshots_2025-10.parquet,,,,,,,
le,2025-10,E_pc2_transfer_processed,pc2_transfer/processed/le/le_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\le\le_snapshots_2025-10.parquet,7647399,2026-04-02T21:05:15Z,3577afbd37eb4eadf5296757460c2c2b52f471b10dc99c5ba064d466c5d88fa4,d1def4b21664b4bc53d88d6ef1a00af0,14,19,379499,338113,1759327200000000000,1761933899820178755,23,45,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,PC2_TRANSFER_v4/manifest.csv:L161->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-10.parquet; PC2_TRANSFER_v4/manifest.csv:L161->processed/le/le_snapshots_2025-10.parquet,,,,,,,
le,2025-10,A_processed_FIXTURE_PATH,processed/le/le_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\le\le_snapshots_2025-10.parquet,7647399,2026-04-02T21:05:15Z,3577afbd37eb4eadf5296757460c2c2b52f471b10dc99c5ba064d466c5d88fa4,d1def4b21664b4bc53d88d6ef1a00af0,14,19,379499,338113,1759327200000000000,1761933899820178755,23,45,24,v3_pre_gapfill,true,PC2_TRANSFER_v4/manifest.csv,161,d1def4b21664b4bc53d88d6ef1a00af0,MATCH,PC2_TRANSFER_v4/manifest.csv:L161->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-10.parquet; PC2_TRANSFER_v4/manifest.csv:L161->processed/le/le_snapshots_2025-10.parquet,1,0,1,0,338099,2,14
le,2025-11,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/le/le_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\le\le_snapshots_2025-11.parquet,6404651,2026-04-02T21:06:00Z,f6a5d28e692ee2c063bd25a8c1888c9e76e6cfb30514611f2e03271229775436,894f82b24e4467ffe22f23cb1c30c266,14,19,309899,304492,1762180200999930941,1764353100070036943,1,19,24,v3_pre_gapfill,false,PC2_TRANSFER_v4/manifest.csv,162,894f82b24e4467ffe22f23cb1c30c266,MATCH,PC2_TRANSFER_v4/manifest.csv:L162->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-11.parquet; PC2_TRANSFER_v4/manifest.csv:L162->processed/le/le_snapshots_2025-11.parquet,,,,,,,
le,2025-11,E_pc2_transfer_processed,pc2_transfer/processed/le/le_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\le\le_snapshots_2025-11.parquet,6404651,2026-04-02T21:06:00Z,f6a5d28e692ee2c063bd25a8c1888c9e76e6cfb30514611f2e03271229775436,894f82b24e4467ffe22f23cb1c30c266,14,19,309899,304492,1762180200999930941,1764353100070036943,1,19,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,PC2_TRANSFER_v4/manifest.csv:L162->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-11.parquet; PC2_TRANSFER_v4/manifest.csv:L162->processed/le/le_snapshots_2025-11.parquet,,,,,,,
le,2025-11,A_processed_FIXTURE_PATH,processed/le/le_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\le\le_snapshots_2025-11.parquet,6404651,2026-04-02T21:06:00Z,f6a5d28e692ee2c063bd25a8c1888c9e76e6cfb30514611f2e03271229775436,894f82b24e4467ffe22f23cb1c30c266,14,19,309899,304492,1762180200999930941,1764353100070036943,1,19,24,v3_pre_gapfill,true,PC2_TRANSFER_v4/manifest.csv,162,894f82b24e4467ffe22f23cb1c30c266,MATCH,PC2_TRANSFER_v4/manifest.csv:L162->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-11.parquet; PC2_TRANSFER_v4/manifest.csv:L162->processed/le/le_snapshots_2025-11.parquet,1,0,1,0,304492,1,0
le,2025-12,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/le/le_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\le\le_snapshots_2025-12.parquet,6396108,2026-04-02T21:06:34Z,bb8f79169f467a95c57b73071d73e6f979467ad915efc686c49cc7495575004f,5a9165c3891431261237b3386dda427c,14,19,359997,353690,1764599401000000000,1767207599000000000,1,22,24,v3_pre_gapfill,false,PC2_TRANSFER_v4/manifest.csv,163,5a9165c3891431261237b3386dda427c,MATCH,PC2_TRANSFER_v4/manifest.csv:L163->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-12.parquet; PC2_TRANSFER_v4/manifest.csv:L163->processed/le/le_snapshots_2025-12.parquet,,,,,,,
le,2025-12,E_pc2_transfer_processed,pc2_transfer/processed/le/le_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\le\le_snapshots_2025-12.parquet,6396108,2026-04-02T21:06:34Z,bb8f79169f467a95c57b73071d73e6f979467ad915efc686c49cc7495575004f,5a9165c3891431261237b3386dda427c,14,19,359997,353690,1764599401000000000,1767207599000000000,1,22,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,PC2_TRANSFER_v4/manifest.csv:L163->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-12.parquet; PC2_TRANSFER_v4/manifest.csv:L163->processed/le/le_snapshots_2025-12.parquet,,,,,,,
le,2025-12,A_processed_FIXTURE_PATH,processed/le/le_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\le\le_snapshots_2025-12.parquet,6396108,2026-04-02T21:06:34Z,bb8f79169f467a95c57b73071d73e6f979467ad915efc686c49cc7495575004f,5a9165c3891431261237b3386dda427c,14,19,359997,353690,1764599401000000000,1767207599000000000,1,22,24,v3_pre_gapfill,true,PC2_TRANSFER_v4/manifest.csv,163,5a9165c3891431261237b3386dda427c,MATCH,PC2_TRANSFER_v4/manifest.csv:L163->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-12.parquet; PC2_TRANSFER_v4/manifest.csv:L163->processed/le/le_snapshots_2025-12.parquet,1,0,1,0,353689,2,1
nq,2025-01,E_pc2_transfer_processed,pc2_transfer/processed/nq/nq_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\nq\nq_snapshots_2025-01.parquet,53171917,2026-04-02T01:06:31Z,88569c4311e273e34f5d4180d90baaa1f678db89f8d080f1810d1207f652a423,a1e4ea6c62d900fbb9a6c8c77b3b5cba,14,22,1795415,598228,1735567905886716601,1738360799924994381,6,243,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L25->pc2_transfer/transfer/data/nq/nq_snapshots_2025-01.parquet; transfer/checksums.txt:L25->transfer/data/nq/nq_snapshots_2025-01.parquet,,,,,,,
nq,2025-01,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/nq/nq_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\nq\nq_snapshots_2025-01.parquet,53171917,2026-04-07T15:26:08Z,88569c4311e273e34f5d4180d90baaa1f678db89f8d080f1810d1207f652a423,a1e4ea6c62d900fbb9a6c8c77b3b5cba,14,22,1795415,598228,1735567905886716601,1738360799924994381,6,243,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,25,a1e4ea6c62d900fbb9a6c8c77b3b5cba,MATCH,pc2_transfer/transfer/checksums.txt:L25->pc2_transfer/transfer/data/nq/nq_snapshots_2025-01.parquet; transfer/checksums.txt:L25->transfer/data/nq/nq_snapshots_2025-01.parquet,,,,,,,
nq,2025-01,A_processed_FIXTURE_PATH,processed/nq/nq_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_snapshots_2025-01.parquet,53171917,2026-04-02T01:06:31Z,88569c4311e273e34f5d4180d90baaa1f678db89f8d080f1810d1207f652a423,a1e4ea6c62d900fbb9a6c8c77b3b5cba,14,22,1795415,598228,1735567905886716601,1738360799924994381,6,243,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L25->pc2_transfer/transfer/data/nq/nq_snapshots_2025-01.parquet; transfer/checksums.txt:L25->transfer/data/nq/nq_snapshots_2025-01.parquet,1,0,2,3,598222,2,6
nq,2025-01,G_transfer_data,transfer/data/nq/nq_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\nq\nq_snapshots_2025-01.parquet,53171917,2026-04-07T15:26:08Z,88569c4311e273e34f5d4180d90baaa1f678db89f8d080f1810d1207f652a423,a1e4ea6c62d900fbb9a6c8c77b3b5cba,14,22,1795415,598228,1735567905886716601,1738360799924994381,6,243,24,v3_pre_gapfill,false,transfer/checksums.txt,25,a1e4ea6c62d900fbb9a6c8c77b3b5cba,MATCH,pc2_transfer/transfer/checksums.txt:L25->pc2_transfer/transfer/data/nq/nq_snapshots_2025-01.parquet; transfer/checksums.txt:L25->transfer/data/nq/nq_snapshots_2025-01.parquet,,,,,,,
nq,2025-01,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\nq\v4_gapfill\nq_snapshots_2025-01.parquet,51840110,2026-04-16T23:38:42Z,426cb2d87f867893c67462c40258cf59c2d30939097d9b63e4584ac4aa140d94,a9c85c34b5a5845dbfcc51cc5dd8e718,14,22,1778405,604800,1735826400004939881,1738360799000011289,0,20,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,176,a9c85c34b5a5845dbfcc51cc5dd8e718,MATCH,PC2_TRANSFER_v4/manifest.csv:L176->PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-01.parquet; PC2_TRANSFER_v4/manifest.csv:L176->processed/nq/v4_gapfill/nq_snapshots_2025-01.parquet,,,,,,,
nq,2025-01,B_processed_v4_gapfill,processed/nq/v4_gapfill/nq_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\v4_gapfill\nq_snapshots_2025-01.parquet,51840110,2026-04-16T23:38:42Z,426cb2d87f867893c67462c40258cf59c2d30939097d9b63e4584ac4aa140d94,a9c85c34b5a5845dbfcc51cc5dd8e718,14,22,1778405,604800,1735826400004939881,1738360799000011289,0,20,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,176,a9c85c34b5a5845dbfcc51cc5dd8e718,MATCH,PC2_TRANSFER_v4/manifest.csv:L176->PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-01.parquet; PC2_TRANSFER_v4/manifest.csv:L176->processed/nq/v4_gapfill/nq_snapshots_2025-01.parquet,1,0,1,0,604800,1,0
nq,2025-08,E_pc2_transfer_processed,pc2_transfer/processed/nq/nq_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\nq\nq_snapshots_2025-08.parquet,49828504,2026-04-02T16:49:50Z,1a200a3a71a597c84e869d0ce647195b86250c0d28e3d0c813a3aaf40f1304d7,de9102cc811a0d2e48a1cf402b3f3c16,14,22,1750610,540531,1753652702423366679,1756501199911709147,7,285,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L32->pc2_transfer/transfer/data/nq/nq_snapshots_2025-08.parquet; transfer/checksums.txt:L32->transfer/data/nq/nq_snapshots_2025-08.parquet,,,,,,,
nq,2025-08,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/nq/nq_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\nq\nq_snapshots_2025-08.parquet,49828504,2026-04-07T15:26:09Z,1a200a3a71a597c84e869d0ce647195b86250c0d28e3d0c813a3aaf40f1304d7,de9102cc811a0d2e48a1cf402b3f3c16,14,22,1750610,540531,1753652702423366679,1756501199911709147,7,285,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,32,de9102cc811a0d2e48a1cf402b3f3c16,MATCH,pc2_transfer/transfer/checksums.txt:L32->pc2_transfer/transfer/data/nq/nq_snapshots_2025-08.parquet; transfer/checksums.txt:L32->transfer/data/nq/nq_snapshots_2025-08.parquet,,,,,,,
nq,2025-08,A_processed_FIXTURE_PATH,processed/nq/nq_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_snapshots_2025-08.parquet,49828504,2026-04-02T16:49:50Z,1a200a3a71a597c84e869d0ce647195b86250c0d28e3d0c813a3aaf40f1304d7,de9102cc811a0d2e48a1cf402b3f3c16,14,22,1750610,540531,1753652702423366679,1756501199911709147,7,285,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L32->pc2_transfer/transfer/data/nq/nq_snapshots_2025-08.parquet; transfer/checksums.txt:L32->transfer/data/nq/nq_snapshots_2025-08.parquet,1,0,2,4,540524,2,7
nq,2025-08,G_transfer_data,transfer/data/nq/nq_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\nq\nq_snapshots_2025-08.parquet,49828504,2026-04-07T15:26:09Z,1a200a3a71a597c84e869d0ce647195b86250c0d28e3d0c813a3aaf40f1304d7,de9102cc811a0d2e48a1cf402b3f3c16,14,22,1750610,540531,1753652702423366679,1756501199911709147,7,285,24,v3_pre_gapfill,false,transfer/checksums.txt,32,de9102cc811a0d2e48a1cf402b3f3c16,MATCH,pc2_transfer/transfer/checksums.txt:L32->pc2_transfer/transfer/data/nq/nq_snapshots_2025-08.parquet; transfer/checksums.txt:L32->transfer/data/nq/nq_snapshots_2025-08.parquet,,,,,,,
nq,2025-08,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\nq\v4_gapfill\nq_snapshots_2025-08.parquet,49346735,2026-04-17T02:17:06Z,5ee7c078e584963fb1ed59e828e498be8c981d1682644210dbfb761f771591ba,02aa1f7f36ec9e3c052f5f93c2536312,14,22,1760404,586810,1754056800020817297,1756501200068025619,5,25,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,183,02aa1f7f36ec9e3c052f5f93c2536312,MATCH,PC2_TRANSFER_v4/manifest.csv:L183->PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-08.parquet; PC2_TRANSFER_v4/manifest.csv:L183->processed/nq/v4_gapfill/nq_snapshots_2025-08.parquet,,,,,,,
nq,2025-08,B_processed_v4_gapfill,processed/nq/v4_gapfill/nq_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\v4_gapfill\nq_snapshots_2025-08.parquet,49346735,2026-04-17T02:17:06Z,5ee7c078e584963fb1ed59e828e498be8c981d1682644210dbfb761f771591ba,02aa1f7f36ec9e3c052f5f93c2536312,14,22,1760404,586810,1754056800020817297,1756501200068025619,5,25,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,183,02aa1f7f36ec9e3c052f5f93c2536312,MATCH,PC2_TRANSFER_v4/manifest.csv:L183->PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-08.parquet; PC2_TRANSFER_v4/manifest.csv:L183->processed/nq/v4_gapfill/nq_snapshots_2025-08.parquet,1,0,1,0,586805,2,5
nq,2025-09,E_pc2_transfer_processed,pc2_transfer/processed/nq/nq_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\nq\nq_snapshots_2025-09.parquet,49605436,2026-04-02T17:03:39Z,421d881b62109379c4022fecce9c431192dad8cb6b3be4a3528e882d11f0b0f5,b59466b87c64cc6ff05e4c98a883fe33,14,22,1816635,549431,1756674955669014397,1759265999988376271,5,212,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L33->pc2_transfer/transfer/data/nq/nq_snapshots_2025-09.parquet; transfer/checksums.txt:L33->transfer/data/nq/nq_snapshots_2025-09.parquet,,,,,,,
nq,2025-09,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/nq/nq_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\nq\nq_snapshots_2025-09.parquet,49605436,2026-04-07T15:26:09Z,421d881b62109379c4022fecce9c431192dad8cb6b3be4a3528e882d11f0b0f5,b59466b87c64cc6ff05e4c98a883fe33,14,22,1816635,549431,1756674955669014397,1759265999988376271,5,212,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,33,b59466b87c64cc6ff05e4c98a883fe33,MATCH,pc2_transfer/transfer/checksums.txt:L33->pc2_transfer/transfer/data/nq/nq_snapshots_2025-09.parquet; transfer/checksums.txt:L33->transfer/data/nq/nq_snapshots_2025-09.parquet,,,,,,,
nq,2025-09,A_processed_FIXTURE_PATH,processed/nq/nq_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_snapshots_2025-09.parquet,49605436,2026-04-02T17:03:39Z,421d881b62109379c4022fecce9c431192dad8cb6b3be4a3528e882d11f0b0f5,b59466b87c64cc6ff05e4c98a883fe33,14,22,1816635,549431,1756674955669014397,1759265999988376271,5,212,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L33->pc2_transfer/transfer/data/nq/nq_snapshots_2025-09.parquet; transfer/checksums.txt:L33->transfer/data/nq/nq_snapshots_2025-09.parquet,1,0,1,0,549426,2,5
nq,2025-09,G_transfer_data,transfer/data/nq/nq_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\nq\nq_snapshots_2025-09.parquet,49605436,2026-04-07T15:26:09Z,421d881b62109379c4022fecce9c431192dad8cb6b3be4a3528e882d11f0b0f5,b59466b87c64cc6ff05e4c98a883fe33,14,22,1816635,549431,1756674955669014397,1759265999988376271,5,212,24,v3_pre_gapfill,false,transfer/checksums.txt,33,b59466b87c64cc6ff05e4c98a883fe33,MATCH,pc2_transfer/transfer/checksums.txt:L33->pc2_transfer/transfer/data/nq/nq_snapshots_2025-09.parquet; transfer/checksums.txt:L33->transfer/data/nq/nq_snapshots_2025-09.parquet,,,,,,,
nq,2025-09,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\nq\v4_gapfill\nq_snapshots_2025-09.parquet,48252601,2026-04-17T02:36:15Z,cb9424a4c0c7b998f768dffb450a2ca40f56b59eaeb200e64b11026655ba1fea,59cc4ecb1572b72c3cfdf9a41a56d4f7,14,22,1771204,590408,1756821600046264687,1759269599035742887,4,24,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,184,59cc4ecb1572b72c3cfdf9a41a56d4f7,MATCH,PC2_TRANSFER_v4/manifest.csv:L184->PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-09.parquet; PC2_TRANSFER_v4/manifest.csv:L184->processed/nq/v4_gapfill/nq_snapshots_2025-09.parquet,,,,,,,
nq,2025-09,B_processed_v4_gapfill,processed/nq/v4_gapfill/nq_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\v4_gapfill\nq_snapshots_2025-09.parquet,48252601,2026-04-17T02:36:15Z,cb9424a4c0c7b998f768dffb450a2ca40f56b59eaeb200e64b11026655ba1fea,59cc4ecb1572b72c3cfdf9a41a56d4f7,14,22,1771204,590408,1756821600046264687,1759269599035742887,4,24,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,184,59cc4ecb1572b72c3cfdf9a41a56d4f7,MATCH,PC2_TRANSFER_v4/manifest.csv:L184->PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-09.parquet; PC2_TRANSFER_v4/manifest.csv:L184->processed/nq/v4_gapfill/nq_snapshots_2025-09.parquet,1,0,1,0,590404,2,4
nq,2025-10,E_pc2_transfer_processed,pc2_transfer/processed/nq/nq_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\nq\nq_snapshots_2025-10.parquet,56492749,2026-04-02T17:29:30Z,9524e711d5a442911f5c0141b600cecde8738082854b11632150144d68f66ced,fc21463d73a220284e4bf6a0313ba363,14,22,1916320,590786,1759095900254420635,1761944399997018327,5,289,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L34->pc2_transfer/transfer/data/nq/nq_snapshots_2025-10.parquet; transfer/checksums.txt:L34->transfer/data/nq/nq_snapshots_2025-10.parquet,,,,,,,
nq,2025-10,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/nq/nq_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\nq\nq_snapshots_2025-10.parquet,56492749,2026-04-07T15:26:09Z,9524e711d5a442911f5c0141b600cecde8738082854b11632150144d68f66ced,fc21463d73a220284e4bf6a0313ba363,14,22,1916320,590786,1759095900254420635,1761944399997018327,5,289,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,34,fc21463d73a220284e4bf6a0313ba363,MATCH,pc2_transfer/transfer/checksums.txt:L34->pc2_transfer/transfer/data/nq/nq_snapshots_2025-10.parquet; transfer/checksums.txt:L34->transfer/data/nq/nq_snapshots_2025-10.parquet,,,,,,,
nq,2025-10,A_processed_FIXTURE_PATH,processed/nq/nq_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_snapshots_2025-10.parquet,56492749,2026-04-02T17:29:30Z,9524e711d5a442911f5c0141b600cecde8738082854b11632150144d68f66ced,fc21463d73a220284e4bf6a0313ba363,14,22,1916320,590786,1759095900254420635,1761944399997018327,5,289,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L34->pc2_transfer/transfer/data/nq/nq_snapshots_2025-10.parquet; transfer/checksums.txt:L34->transfer/data/nq/nq_snapshots_2025-10.parquet,1,0,2,1,590781,2,5
nq,2025-10,G_transfer_data,transfer/data/nq/nq_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\nq\nq_snapshots_2025-10.parquet,56492749,2026-04-07T15:26:09Z,9524e711d5a442911f5c0141b600cecde8738082854b11632150144d68f66ced,fc21463d73a220284e4bf6a0313ba363,14,22,1916320,590786,1759095900254420635,1761944399997018327,5,289,24,v3_pre_gapfill,false,transfer/checksums.txt,34,fc21463d73a220284e4bf6a0313ba363,MATCH,pc2_transfer/transfer/checksums.txt:L34->pc2_transfer/transfer/data/nq/nq_snapshots_2025-10.parquet; transfer/checksums.txt:L34->transfer/data/nq/nq_snapshots_2025-10.parquet,,,,,,,
